mac_address,device,identifier,bluetooth_id
00:00:08:00:04:1E,800041E,<1e040008 0000>,200
00:00:08:00:04:1F,800041F,<1f040008 0000>,200
00:00:08:00:04:20,8000420,<20040008 0000>,200
00:00:08:00:04:21,8000421,<21040008 0000>,200
00:00:08:00:04:22,8000422,<22040008 0000>,200
00:00:08:00:04:23,8000423,<23040008 0000>,200
00:00:08:00:04:24,8000424,<24040008 0000>,200
00:00:08:00:04:25,8000425,<25040008 0000>,200
00:00:08:00:04:26,8000426,<26040008 0000>,200
00:00:08:00:04:27,8000427,<27040008 0000>,200
00:00:08:00:04:28,8000428,<28040008 0000>,200
00:00:08:00:04:29,8000429,<29040008 0000>,200
00:00:08:00:04:2A,800042A,<2a040008 0000>,200
00:00:08:00:04:2B,800042B,<2b040008 0000>,200
00:00:08:00:04:2C,800042C,<2c040008 0000>,200
00:00:08:00:04:2D,800042D,<2d040008 0000>,200
00:00:08:00:04:2E,800042E,<2e040008 0000>,200
00:00:08:00:04:2F,800042F,<2f040008 0000>,200
00:00:08:00:04:30,8000430,<30040008 0000>,200
00:00:08:00:04:31,8000431,<31040008 0000>,200
00:00:08:00:04:32,8000432,<32040008 0000>,200
00:00:08:00:04:33,8000433,<33040008 0000>,200
00:00:08:00:04:34,8000434,<34040008 0000>,200
00:00:08:00:04:35,8000435,<35040008 0000>,200
00:00:08:00:04:36,8000436,<36040008 0000>,200
00:00:08:00:04:37,8000437,<37040008 0000>,200
00:00:08:00:04:38,8000438,<38040008 0000>,200
00:00:08:00:04:39,8000439,<39040008 0000>,200
00:00:08:00:04:3A,800043A,<3a040008 0000>,200
00:00:08:00:04:3B,800043B,<3b040008 0000>,200
00:00:08:00:04:3C,800043C,<3c040008 0000>,200
00:00:08:00:04:3D,800043D,<3d040008 0000>,200
00:00:08:00:04:3E,800043E,<3e040008 0000>,200
00:00:08:00:04:3F,800043F,<3f040008 0000>,200
00:00:08:00:04:40,8000440,<40040008 0000>,200
00:00:08:00:04:41,8000441,<41040008 0000>,200
00:00:08:00:04:42,8000442,<42040008 0000>,200
00:00:08:00:04:43,8000443,<43040008 0000>,200
00:00:08:00:04:44,8000444,<44040008 0000>,200
00:00:08:00:04:45,8000445,<45040008 0000>,200
00:00:08:00:04:46,8000446,<46040008 0000>,200
00:00:08:00:04:47,8000447,<47040008 0000>,200
00:00:08:00:04:48,8000448,<48040008 0000>,200
00:00:08:00:04:49,8000449,<49040008 0000>,200
00:00:08:00:04:4A,800044A,<4a040008 0000>,200
00:00:08:00:04:4B,800044B,<4b040008 0000>,200
00:00:08:00:04:4C,800044C,<4c040008 0000>,200
00:00:08:00:04:4D,800044D,<4d040008 0000>,200
00:00:08:00:04:4E,800044E,<4e040008 0000>,200
00:00:08:00:04:4F,800044F,<4f040008 0000>,200
00:00:08:00:04:50,8000450,<50040008 0000>,200
00:00:08:00:04:51,8000451,<51040008 0000>,200
00:00:08:00:04:52,8000452,<52040008 0000>,200
00:00:08:00:04:53,8000453,<53040008 0000>,200
00:00:08:00:04:54,8000454,<54040008 0000>,200
00:00:08:00:04:55,8000455,<55040008 0000>,200
00:00:08:00:04:56,8000456,<56040008 0000>,200
00:00:08:00:04:57,8000457,<57040008 0000>,200
00:00:08:00:04:58,8000458,<58040008 0000>,200
00:00:08:00:04:59,8000459,<59040008 0000>,200
00:00:08:00:04:5A,800045A,<5a040008 0000>,200
00:00:08:00:04:5B,800045B,<5b040008 0000>,200
00:00:08:00:04:5C,800045C,<5c040008 0000>,200
00:00:08:00:04:5D,800045D,<5d040008 0000>,200
00:00:08:00:04:5E,800045E,<5e040008 0000>,200
00:00:08:00:04:5F,800045F,<5f040008 0000>,200
00:00:08:00:04:60,8000460,<60040008 0000>,200
00:00:08:00:04:61,8000461,<61040008 0000>,200
00:00:08:00:04:62,8000462,<62040008 0000>,200
00:00:08:00:04:63,8000463,<63040008 0000>,200
00:00:08:00:04:64,8000464,<64040008 0000>,200
00:00:08:00:04:65,8000465,<65040008 0000>,200
00:00:08:00:04:66,8000466,<66040008 0000>,200
00:00:08:00:04:67,8000467,<67040008 0000>,200
00:00:08:00:04:68,8000468,<68040008 0000>,200
00:00:08:00:04:69,8000469,<69040008 0000>,200
00:00:08:00:04:6A,800046A,<6a040008 0000>,200
00:00:08:00:04:6B,800046B,<6b040008 0000>,200
00:00:08:00:04:6C,800046C,<6c040008 0000>,200
00:00:08:00:04:6D,800046D,<6d040008 0000>,200
00:00:08:00:04:6E,800046E,<6e040008 0000>,200
00:00:08:00:04:6F,800046F,<6f040008 0000>,200
00:00:08:00:04:70,8000470,<70040008 0000>,200
00:00:08:00:04:71,8000471,<71040008 0000>,200
00:00:08:00:04:72,8000472,<72040008 0000>,200
00:00:08:00:04:73,8000473,<73040008 0000>,200
00:00:08:00:04:74,8000474,<74040008 0000>,200
00:00:08:00:04:75,8000475,<75040008 0000>,200
00:00:08:00:04:76,8000476,<76040008 0000>,200
00:00:08:00:04:77,8000477,<77040008 0000>,200
00:00:08:00:04:78,8000478,<78040008 0000>,200
00:00:08:00:04:79,8000479,<79040008 0000>,200
00:00:08:00:04:7A,800047A,<7a040008 0000>,200
00:00:08:00:04:7B,800047B,<7b040008 0000>,200
00:00:08:00:04:7C,800047C,<7c040008 0000>,200
00:00:08:00:04:7D,800047D,<7d040008 0000>,200
00:00:08:00:04:7E,800047E,<7e040008 0000>,200
00:00:08:00:04:7F,800047F,<7f040008 0000>,200
00:00:08:00:04:80,8000480,<80040008 0000>,200
00:00:08:00:04:81,8000481,<81040008 0000>,200
00:00:08:00:04:82,8000482,<82040008 0000>,200
00:00:08:00:04:83,8000483,<83040008 0000>,200
00:00:08:00:04:84,8000484,<84040008 0000>,200
00:00:08:00:04:85,8000485,<85040008 0000>,200
